"","Organisation Type","Organisation Name","Date","formattedDate","Therapy","Total waiting list","Waiting >18-52 weeks","Waiting >52 weeks","Percentage waiting more than 18 weeks"
"261","Organisation","Buckinghamshire Healthcare NHS Trust","January 2023",2023-01-01,"Audiology",300,0,0,0
"262","Organisation","Buckinghamshire Healthcare NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",1622,638,399,63.9334155363748
"263","Organisation","Buckinghamshire Healthcare NHS Trust","January 2023",2023-01-01,"Occupational Therapy",612,283,18,49.1830065359477
"264","Organisation","Buckinghamshire Healthcare NHS Trust","January 2023",2023-01-01,"Speech And Language",495,85,1,17.3737373737374
"265","Organisation","Calderdale and Huddersfield NHS Foundation Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"266","Organisation","Calderdale and Huddersfield NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"267","Organisation","Calderdale and Huddersfield NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",199,50,1,25.6281407035176
"268","Organisation","Calderdale and Huddersfield NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",1866,873,428,69.7213290460879
"269","Organisation","Cambridgeshire and Peterborough NHS Foundation Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"270","Organisation","Cambridgeshire and Peterborough NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",233,19,0,8.15450643776824
"271","Organisation","Cambridgeshire and Peterborough NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",67,4,0,5.97014925373134
"272","Organisation","Cambridgeshire and Peterborough NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",720,341,25,50.8333333333333
"273","Organisation","Cambridgeshire Community Services NHS Trust","January 2023",2023-01-01,"Audiology",1146,296,0,25.8289703315881
"274","Organisation","Cambridgeshire Community Services NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",3792,1787,816,68.6445147679325
"275","Organisation","Cambridgeshire Community Services NHS Trust","January 2023",2023-01-01,"Occupational Therapy",221,34,0,15.3846153846154
"276","Organisation","Cambridgeshire Community Services NHS Trust","January 2023",2023-01-01,"Speech And Language",2576,1063,116,45.7686335403727
"277","Organisation","Care Plus Group","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"278","Organisation","Care Plus Group","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"279","Organisation","Care Plus Group","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"280","Organisation","Care Plus Group","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"281","Organisation","Central and North West London NHS Foundation Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"282","Organisation","Central and North West London NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",1397,436,40,34.0730136005727
"283","Organisation","Central and North West London NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",155,13,9,14.1935483870968
"284","Organisation","Central and North West London NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",573,98,14,19.5462478184991
"285","Organisation","Central London Community Healthcare NHS Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"286","Organisation","Central London Community Healthcare NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"287","Organisation","Central London Community Healthcare NHS Trust","January 2023",2023-01-01,"Occupational Therapy",472,156,2,33.4745762711864
"288","Organisation","Central London Community Healthcare NHS Trust","January 2023",2023-01-01,"Speech And Language",728,25,0,3.43406593406593
"289","Organisation","Cheshire and Wirral Partnership NHS Foundation Trust","January 2023",2023-01-01,"Audiology",0,0,0,NA
"290","Organisation","Cheshire and Wirral Partnership NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"291","Organisation","Cheshire and Wirral Partnership NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"292","Organisation","Cheshire and Wirral Partnership NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"293","Organisation","Chesterfield Royal Hospital NHS Foundation Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"294","Organisation","Chesterfield Royal Hospital NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"295","Organisation","Chesterfield Royal Hospital NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"296","Organisation","Chesterfield Royal Hospital NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"297","Organisation","City Health Care Partnership CIC","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"298","Organisation","City Health Care Partnership CIC","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"299","Organisation","City Health Care Partnership CIC","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"300","Organisation","City Health Care Partnership CIC","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"301","Organisation","Connect Health Limited","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"302","Organisation","Connect Health Limited","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"303","Organisation","Connect Health Limited","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"304","Organisation","Connect Health Limited","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"305","Organisation","Cornwall Partnership NHS Foundation Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"306","Organisation","Cornwall Partnership NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"307","Organisation","Cornwall Partnership NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"308","Organisation","Cornwall Partnership NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",806,199,2,24.9379652605459
"309","Organisation","County Durham and Darlington NHS Foundation Trust","January 2023",2023-01-01,"Audiology",0,0,0,NA
"310","Organisation","County Durham and Darlington NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"311","Organisation","County Durham and Darlington NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",828,0,0,0
"312","Organisation","County Durham and Darlington NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"313","Organisation","Coventry and Warwickshire Partnership NHS Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"314","Organisation","Coventry and Warwickshire Partnership NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"315","Organisation","Coventry and Warwickshire Partnership NHS Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"316","Organisation","Coventry and Warwickshire Partnership NHS Trust","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"317","Organisation","Croydon Health Services NHS Trust","January 2023",2023-01-01,"Audiology",327,0,0,0
"318","Organisation","Croydon Health Services NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"319","Organisation","Croydon Health Services NHS Trust","January 2023",2023-01-01,"Occupational Therapy",281,123,0,43.7722419928826
"320","Organisation","Croydon Health Services NHS Trust","January 2023",2023-01-01,"Speech And Language",258,125,6,50.7751937984496
"321","Organisation","CSH Surrey","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"322","Organisation","CSH Surrey","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"323","Organisation","CSH Surrey","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"324","Organisation","CSH Surrey","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"325","Organisation","Derbyshire Community Health Services NHS Foundation Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"326","Organisation","Derbyshire Community Health Services NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"327","Organisation","Derbyshire Community Health Services NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"328","Organisation","Derbyshire Community Health Services NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",874,216,1,24.8283752860412
"329","Organisation","Derbyshire Healthcare NHS Foundation Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"330","Organisation","Derbyshire Healthcare NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",1915,1079,202,66.8929503916449
"331","Organisation","Derbyshire Healthcare NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",7,3,2,71.4285714285714
"332","Organisation","Derbyshire Healthcare NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"333","Organisation","Devon Partnership NHS Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"334","Organisation","Devon Partnership NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"335","Organisation","Devon Partnership NHS Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"336","Organisation","Devon Partnership NHS Trust","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"337","Organisation","Dorset Healthcare University NHS Foundation Trust","January 2023",2023-01-01,"Audiology",199,0,0,0
"338","Organisation","Dorset Healthcare University NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"339","Organisation","Dorset Healthcare University NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"340","Organisation","Dorset Healthcare University NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",241,20,1,8.71369294605809
"341","Organisation","Dudley Integrated Health and Care NHS Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"342","Organisation","Dudley Integrated Health and Care NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"343","Organisation","Dudley Integrated Health and Care NHS Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"344","Organisation","Dudley Integrated Health and Care NHS Trust","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"345","Organisation","East and North Hertfordshire NHS Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"346","Organisation","East and North Hertfordshire NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",3648,1646,1082,74.780701754386
"347","Organisation","East and North Hertfordshire NHS Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"348","Organisation","East and North Hertfordshire NHS Trust","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"349","Organisation","East Cheshire NHS Trust","January 2023",2023-01-01,"Audiology",71,1,0,1.40845070422535
"350","Organisation","East Cheshire NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",90,0,0,0
"351","Organisation","East Cheshire NHS Trust","January 2023",2023-01-01,"Occupational Therapy",17,1,0,5.88235294117647
"352","Organisation","East Cheshire NHS Trust","January 2023",2023-01-01,"Speech And Language",347,146,0,42.0749279538905
"353","Organisation","East Coast Community Healthcare C.I.C","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"354","Organisation","East Coast Community Healthcare C.I.C","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"355","Organisation","East Coast Community Healthcare C.I.C","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"356","Organisation","East Coast Community Healthcare C.I.C","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"357","Organisation","East Lancashire Hospitals NHS Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"358","Organisation","East Lancashire Hospitals NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",1109,201,0,18.1244364292155
"359","Organisation","East Lancashire Hospitals NHS Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"360","Organisation","East Lancashire Hospitals NHS Trust","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"361","Organisation","East London NHS Foundation Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"362","Organisation","East London NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",1343,517,263,58.0789277736411
"363","Organisation","East London NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",295,72,2,25.0847457627119
"364","Organisation","East London NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",720,189,79,37.2222222222222
"365","Organisation","East Suffolk and North Essex NHS Foundation Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"366","Organisation","East Suffolk and North Essex NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",262,131,49,68.7022900763359
"367","Organisation","East Suffolk and North Essex NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",137,5,1,4.37956204379562
"368","Organisation","East Suffolk and North Essex NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",363,102,5,29.4765840220386
"369","Organisation","East Sussex Healthcare NHS Trust","January 2023",2023-01-01,"Audiology",144,0,0,0
"370","Organisation","East Sussex Healthcare NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",2590,966,1131,80.965250965251
"371","Organisation","East Sussex Healthcare NHS Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"372","Organisation","East Sussex Healthcare NHS Trust","January 2023",2023-01-01,"Speech And Language",NA,NA,NA,NA
"373","Organisation","Epsom and St Helier University Hospitals NHS Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"374","Organisation","Epsom and St Helier University Hospitals NHS Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"375","Organisation","Epsom and St Helier University Hospitals NHS Trust","January 2023",2023-01-01,"Occupational Therapy",106,99,3,96.2264150943396
"376","Organisation","Epsom and St Helier University Hospitals NHS Trust","January 2023",2023-01-01,"Speech And Language",166,165,0,99.3975903614458
"377","Organisation","Essex Partnership University NHS Foundation Trust","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"378","Organisation","Essex Partnership University NHS Foundation Trust","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
"379","Organisation","Essex Partnership University NHS Foundation Trust","January 2023",2023-01-01,"Occupational Therapy",NA,NA,NA,NA
"380","Organisation","Essex Partnership University NHS Foundation Trust","January 2023",2023-01-01,"Speech And Language",228,2,0,0.87719298245614
"381","Organisation","First Community Health and Care CIC","January 2023",2023-01-01,"Audiology",NA,NA,NA,NA
"382","Organisation","First Community Health and Care CIC","January 2023",2023-01-01,"Community Paediatric Service",NA,NA,NA,NA
